employee_id,name,department_id,role,work_mode,hours_per_week,productivity_score,years_of_experience
E0782,Elizabeth Mendez,6,Intern,Hybrid,34.1,9.18,2.4
E0783,Cesar Wilson,2,Intern,Hybrid,58.5,4.6,10.2
E0784,Clayton Steele,3,Lead,Hybrid,50.9,8.24,3.2
E0785,Jennifer Taylor,6,Manager,Remote,54.7,6.83,12.0
E0786,Cody Reid,1,Manager,Onsite,36.7,4.48,0.8
E0787,Maria Cooke,4,Intern,Hybrid,49.7,5.72,19.3
E0788,Katherine Taylor,1,Executive,Hybrid,44.8,4.06,17.0
E0789,Jerry Brown,5,Analyst,Remote,31.0,7.6,10.3
E0790,Adam Taylor,2,Lead,Remote,50.2,6.16,13.1
E0791,Tracey Wagner,2,Manager,Onsite,53.4,6.12,7.9
E0792,Michael Perry PhD,5,Executive,Hybrid,30.5,8.22,18.4
E0793,Bradley Johnson DDS,5,Analyst,Hybrid,54.9,9.49,7.0
E0794,Donald Medina,3,Executive,Hybrid,58.9,6.73,8.1
E0795,Jim Newton,1,Analyst,Remote,42.2,4.64,1.4
E0796,Krista Wilson,3,Analyst,Remote,54.1,9.74,17.5
E0797,Reginald Morrow,5,Analyst,Hybrid,43.3,6.26,9.7
E0798,Rodney Williams,2,Analyst,Onsite,50.4,9.38,17.2
E0799,Kimberly Fritz,4,Manager,Onsite,32.0,7.8,19.9
E0800,Ronald Potter,6,Executive,Onsite,42.4,6.12,10.7
E0801,Zachary Cole,6,Analyst,Remote,38.6,6.39,15.0
E0802,Robert Gonzales,3,Manager,Hybrid,57.9,6.86,7.1
E0803,Patricia Young PhD,5,Analyst,Remote,58.4,8.1,18.2
E0804,Heather Page,4,Executive,Remote,52.1,9.24,4.1
E0805,Carol Taylor,2,Executive,Hybrid,40.7,8.67,2.4
E0806,Daniel Brown,1,Intern,Hybrid,30.2,9.14,19.2
E0807,Douglas Ryan,4,Analyst,Hybrid,39.5,9.39,17.6
E0808,Michael Roberts,5,Analyst,Onsite,35.5,8.59,10.2
E0809,Scott Duke,4,Executive,Hybrid,33.8,7.15,8.5
E0810,Anna Estes,5,Manager,Hybrid,40.4,9.16,15.5
E0811,Tamara Riddle,4,Manager,Hybrid,45.5,5.89,0.2
E0812,Beth Cline,6,Executive,Onsite,47.4,5.95,12.3
E0813,Michael Poole,3,Executive,Hybrid,37.9,5.62,19.2
E0814,Megan Burns,3,Analyst,Remote,45.0,5.26,14.0
E0815,Debra Perry,3,Analyst,Onsite,38.4,5.08,2.6
E0816,Mark Beard,5,Executive,Remote,51.6,8.82,11.1
E0817,Jose Ramirez,4,Executive,Remote,54.0,8.43,9.5
E0818,Jackie Clements,1,Executive,Onsite,45.0,9.97,17.0
E0819,Aaron Schroeder,5,Lead,Hybrid,39.5,6.92,5.0
E0820,Monica Ellis,5,Manager,Onsite,33.0,4.98,4.3
E0821,Heather Brown,3,Intern,Hybrid,32.9,8.47,5.2
E0822,Claudia Jordan,3,Lead,Hybrid,58.0,5.55,0.4
E0823,Derrick Clayton,1,Analyst,Hybrid,58.9,5.19,11.5
E0824,Kenneth Knight,6,Lead,Remote,59.4,5.71,6.5
E0825,Mr. Michael Williams,5,Intern,Hybrid,43.4,4.47,12.3
E0826,Richard Stevens,4,Executive,Remote,49.2,9.57,8.4
E0827,Scott Alexander,5,Lead,Onsite,55.5,4.43,3.2
E0828,Tyler Harris,2,Analyst,Onsite,49.6,8.26,12.1
E0829,Bonnie Santos,4,Analyst,Onsite,53.4,9.63,15.0
E0830,Timothy Hill,5,Intern,Onsite,35.0,9.13,2.5
E0831,Danielle Watson,2,Analyst,Hybrid,51.0,4.48,3.3
E0832,Carol Sanders,1,Manager,Remote,58.1,6.84,1.1
E0833,Michael Young,4,Lead,Remote,33.1,7.71,1.7
E0834,Michele Smith,4,Analyst,Remote,37.4,5.71,12.5
E0835,Casey Perez,2,Lead,Remote,30.9,7.98,17.2
E0836,Alexandra Dominguez,3,Intern,Onsite,59.2,7.24,5.4
E0837,Virginia Henderson,4,Executive,Hybrid,46.2,7.54,9.1
E0838,Benjamin Reyes,6,Lead,Onsite,45.7,7.84,6.2
E0839,Ashley Edwards,3,Intern,Hybrid,36.8,4.54,6.2
E0840,Breanna Ayala,4,Analyst,Remote,39.1,4.0,16.3
E0841,Brandi Haney,2,Analyst,Onsite,44.1,4.05,18.4
E0842,Joseph Smith,4,Analyst,Remote,53.0,8.79,11.9
E0843,Jessica Bowen,1,Lead,Onsite,35.7,9.29,8.7
E0844,Brittany Jenkins,2,Executive,Hybrid,52.1,6.34,7.6
E0845,Shannon Miller,3,Manager,Onsite,48.8,7.1,16.0
E0846,Paul Lawrence,5,Analyst,Onsite,49.5,7.19,5.4
E0847,Victor Edwards,2,Manager,Remote,34.1,4.66,9.1
E0848,Donald Miller,4,Analyst,Hybrid,48.7,5.13,0.4
E0849,Lindsay Lawson,1,Lead,Remote,35.6,4.61,5.4
E0850,Melissa Abbott,6,Intern,Hybrid,30.2,4.54,0.3
E0851,Elizabeth Holmes,2,Analyst,Onsite,39.3,8.8,20.0
E0852,Nicole Phillips,4,Manager,Onsite,32.4,8.5,2.9
E0853,Steven Blevins,3,Intern,Remote,46.3,5.09,17.9
E0854,Brian Porter MD,3,Intern,Remote,33.7,8.61,5.0
E0855,Vanessa Hatfield,4,Executive,Hybrid,59.8,5.2,14.7
E0856,Bonnie Valencia,1,Lead,Hybrid,59.5,6.84,13.6
E0857,Holly Vega,3,Analyst,Remote,48.9,4.25,18.7
E0858,Tiffany Townsend,5,Manager,Onsite,44.4,5.79,7.2
E0859,Austin Baker,1,Executive,Remote,37.1,6.6,0.3
E0860,Antonio Mccormick,3,Lead,Remote,41.9,5.46,19.4
E0861,Lori Mason,5,Intern,Hybrid,47.9,6.23,1.8
E0862,Michael Miller,2,Intern,Remote,50.6,6.03,19.4
E0863,Lisa Ramirez,6,Manager,Remote,40.7,4.92,10.7
E0864,Jorge Harris,1,Executive,Onsite,37.0,9.89,15.8
E0865,Kimberly Myers,3,Intern,Hybrid,35.8,8.14,7.2
E0866,Sandra Becker,2,Analyst,Remote,44.6,6.63,5.9
E0867,Michael Blair,6,Intern,Remote,47.0,7.26,6.5
E0868,Amy Miller,4,Analyst,Hybrid,57.4,7.33,1.4
E0869,Jesse Lynch,2,Intern,Onsite,54.6,7.25,9.1
E0870,Patrick Yang,6,Lead,Onsite,52.0,9.3,12.4
E0871,Michael Miles,3,Lead,Remote,39.6,4.38,19.3
E0872,Troy Mills,4,Executive,Hybrid,50.5,8.59,3.1
E0873,Michelle Jackson,3,Analyst,Onsite,49.2,4.66,10.5
E0874,Richard Adams,1,Manager,Remote,35.4,4.19,2.1
E0875,Patricia Johnson,2,Manager,Remote,47.1,9.02,13.2
E0876,Denise Brown,5,Lead,Hybrid,47.7,4.29,4.4
E0877,Laura Jones,6,Manager,Remote,57.9,5.25,9.8
E0878,Ian Porter,1,Intern,Hybrid,31.8,7.35,18.8
E0879,Holly Scott,4,Analyst,Hybrid,31.7,7.7,10.6
E0880,Kenneth Sharp,6,Manager,Onsite,32.3,5.3,10.4
E0881,Jordan Williams,1,Executive,Hybrid,41.6,5.16,13.1
E0882,Dana Ruiz,5,Executive,Hybrid,52.5,6.49,2.1
E0883,Chris Velazquez,6,Lead,Onsite,50.2,8.22,8.5
E0884,Kristen Sloan,1,Executive,Remote,46.5,7.03,13.2
E0885,Jennifer Morris,5,Lead,Onsite,58.0,9.41,11.0
E0886,Nathan Nelson,3,Analyst,Onsite,52.9,6.58,14.5
E0887,Jake Shaw,5,Executive,Hybrid,46.4,6.25,11.0
E0888,Cassie Brock,6,Analyst,Onsite,58.8,6.68,7.9
E0889,Dr. Andrea Marshall,6,Manager,Onsite,47.9,7.11,19.9
E0890,Ryan Murphy,3,Manager,Onsite,59.5,5.29,6.3
E0891,Aimee Gonzalez,6,Analyst,Hybrid,45.3,7.42,11.4
E0892,Elizabeth Dean,1,Manager,Onsite,40.7,4.83,7.3
E0893,Kevin Snyder,5,Executive,Remote,37.7,5.8,11.4
E0894,Christie Mccullough,5,Executive,Hybrid,32.3,5.95,9.7
E0895,Danielle Smith,4,Lead,Remote,47.9,5.8,14.6
E0896,David Reed,5,Intern,Remote,53.4,9.53,6.7
E0897,Sherry Tapia,4,Intern,Remote,56.1,5.36,13.1
E0898,Matthew Sweeney,5,Manager,Hybrid,53.3,6.29,6.1
E0899,Ashley Moreno,1,Analyst,Hybrid,46.9,5.96,14.0
E0900,Johnathan Brown,2,Manager,Hybrid,51.9,6.36,8.9
E0901,Michelle Davis DVM,5,Lead,Hybrid,32.7,6.59,15.7
E0902,Kelly Haynes,2,Executive,Onsite,32.5,7.43,1.0
E0903,William Miller,4,Analyst,Remote,42.0,6.61,14.0
E0904,Casey Wilkins,2,Intern,Hybrid,35.9,6.37,11.4
E0905,Keith Graham,5,Lead,Hybrid,45.7,5.45,5.3
E0906,Cynthia Green,4,Analyst,Hybrid,57.7,4.54,13.4
E0907,Robert Haynes,4,Analyst,Onsite,35.7,6.07,13.1
E0908,Emily Nelson,3,Executive,Onsite,48.5,9.94,8.8
E0909,Dale Chan,2,Intern,Remote,57.7,5.4,13.7
E0910,Brittney Martin,2,Manager,Remote,52.2,5.46,12.4
E0911,Jason Herrera,2,Analyst,Remote,40.3,8.83,6.1
E0912,Christine Parker,4,Manager,Onsite,36.3,7.23,4.1
E0913,Bryan Moore,5,Analyst,Hybrid,44.5,8.38,2.8
E0914,Samantha Terry,6,Manager,Onsite,47.5,7.98,0.9
E0915,Russell Murphy,2,Manager,Onsite,36.0,8.18,5.4
E0916,David Kelly,4,Manager,Remote,41.7,5.63,17.0
E0917,Megan Green,6,Analyst,Remote,30.6,9.2,13.0
E0918,Amanda Sullivan MD,2,Intern,Hybrid,59.3,4.6,6.3
E0919,Danielle Murray,5,Lead,Remote,35.6,7.0,9.2
E0920,Brenda Smith,6,Manager,Remote,37.4,7.18,6.7
E0921,Vickie Anderson,4,Executive,Remote,40.4,6.11,12.5
E0922,Jacqueline Mccoy,2,Lead,Onsite,54.4,7.75,17.6
E0923,Lauren Green,1,Lead,Onsite,36.8,6.05,7.9
E0924,Alison Brown,2,Manager,Hybrid,41.5,9.76,12.2
E0925,Jill Anderson,6,Executive,Onsite,37.2,4.92,19.4
E0926,Sandra Rivera,5,Analyst,Onsite,46.3,5.24,2.8
E0927,Joel Jackson,5,Executive,Remote,39.3,8.23,10.5
E0928,Samantha Foster,2,Intern,Remote,49.7,7.39,3.2
E0929,Michael Thompson,1,Lead,Hybrid,58.5,4.71,6.4
E0930,Cody Ramirez,2,Manager,Onsite,56.4,6.48,8.2
E0931,Amanda Harvey,4,Analyst,Remote,53.4,4.64,3.7
E0932,Edward Jenkins,5,Lead,Onsite,48.2,7.67,11.9
E0933,Amy Ramirez,2,Manager,Onsite,32.4,8.68,2.7
E0934,Curtis Wilkerson,5,Intern,Hybrid,49.5,5.1,7.7
E0935,Lydia Pham,4,Executive,Remote,35.8,4.19,15.3
E0936,Virginia Casey,1,Analyst,Onsite,36.7,8.03,4.1
E0937,Joshua Washington,2,Manager,Remote,57.8,9.91,17.3
E0938,Kathryn Price,4,Analyst,Onsite,56.6,6.57,15.5
E0939,Francis Robinson,5,Intern,Hybrid,39.4,7.67,14.8
E0940,Paula Brown,5,Lead,Hybrid,49.2,8.22,0.8
E0941,Kendra Wang DVM,1,Intern,Onsite,54.8,4.25,19.9
E0942,Ariel Sandoval,5,Lead,Onsite,59.5,4.24,7.7
E0943,Robert Stark,6,Manager,Remote,38.7,6.39,6.1
E0944,Zachary Robinson,3,Intern,Remote,42.7,7.68,1.1
E0945,Rebecca Kelly,5,Executive,Onsite,54.9,6.71,14.5
E0946,Sarah Thompson,1,Executive,Hybrid,58.1,8.18,2.7
E0947,Renee Wolfe,4,Analyst,Onsite,30.7,6.72,17.9
E0948,Alyssa Haynes,2,Intern,Remote,37.5,8.15,18.1
E0949,Kristy Hart,2,Manager,Remote,33.4,6.7,7.3
E0950,William Keith,5,Intern,Hybrid,53.7,7.07,19.0
E0951,Eric Henry Jr.,4,Lead,Onsite,31.3,5.03,6.7
E0952,Daniel Fox,6,Executive,Remote,56.1,5.07,14.2
E0953,Thomas Harris,4,Analyst,Onsite,51.9,9.77,5.8
E0954,Mitchell Sellers,2,Manager,Remote,58.8,4.02,15.3
E0955,Erica Johnson,1,Intern,Onsite,55.7,7.26,0.1
E0956,Sylvia Schroeder,4,Executive,Remote,47.7,6.85,8.2
E0957,Shannon Yu,1,Lead,Hybrid,30.2,9.29,5.6
E0958,Tom Foster,6,Lead,Remote,31.5,4.89,13.1
E0959,Eric Taylor,1,Executive,Remote,50.0,9.03,6.0
E0960,Travis Conner,1,Manager,Remote,42.5,5.07,13.4
E0961,Marie Thompson,5,Lead,Hybrid,53.6,5.06,9.1
E0962,Melissa Mcfarland,5,Analyst,Remote,32.8,5.8,7.4
E0963,Courtney Chapman,4,Manager,Onsite,55.3,4.39,9.4
E0964,Eric Barker,1,Analyst,Onsite,45.8,7.15,13.9
E0965,Nicholas Rush,5,Manager,Remote,47.1,9.88,10.6
E0966,Jenna Gamble,1,Intern,Hybrid,50.7,9.6,19.7
E0967,Amanda Guzman,3,Intern,Hybrid,55.4,5.56,11.5
E0968,Tracy Walker,5,Analyst,Remote,48.4,6.98,14.6
E0969,Taylor Taylor,4,Intern,Remote,56.5,5.4,5.8
E0970,Cynthia Haas,2,Manager,Remote,30.7,7.75,2.4
E0971,Stephen Davis,2,Lead,Onsite,42.4,6.0,11.2
E0972,Margaret Tanner,6,Executive,Remote,49.2,8.14,5.1
E0973,Derek Wright,1,Analyst,Onsite,45.2,5.94,0.1
E0974,David Rodriguez,6,Analyst,Onsite,41.9,7.41,19.2
E0975,James Oconnor,2,Executive,Onsite,55.0,9.53,9.6
E0976,Stacey Snyder,4,Manager,Hybrid,34.1,4.93,9.2
E0977,Joshua Garcia,5,Analyst,Onsite,53.5,6.48,14.9
E0978,Sean Curtis,5,Analyst,Hybrid,51.7,5.89,10.7
E0979,Carla Jones,2,Lead,Hybrid,40.0,9.5,15.9
E0980,Elizabeth Flores,1,Executive,Onsite,55.2,6.03,7.5
E0981,Angela Jackson,5,Executive,Hybrid,48.2,5.12,2.3
E0982,Nicholas Payne,3,Analyst,Hybrid,30.9,6.48,9.9
E0983,Anna Wheeler,2,Analyst,Onsite,54.9,5.82,10.5
E0984,Karen Johnson,2,Manager,Onsite,53.5,8.67,18.3
E0985,Carmen Preston,4,Lead,Remote,54.0,9.43,3.1
E0986,Brian Harris,3,Intern,Hybrid,56.2,5.86,6.5
E0987,Michael Bowen,1,Lead,Hybrid,59.8,5.23,0.7
E0988,Deborah Campbell,4,Lead,Remote,30.1,9.59,13.7
E0989,Anthony Armstrong,5,Manager,Onsite,44.0,4.28,10.4
E0990,Brittany Ward,6,Analyst,Remote,47.3,5.87,17.8
E0991,Edward Stanley,3,Executive,Remote,38.6,7.19,15.5
E0992,Christina Johnson,6,Manager,Onsite,34.5,5.64,0.3
E0993,Edgar Miller,5,Lead,Hybrid,33.1,7.26,11.0
E0994,Elizabeth Sanders,3,Executive,Hybrid,54.1,7.44,3.4
E0995,Matthew Davis MD,3,Lead,Onsite,46.2,4.3,0.6
E0996,Stephen Wood,6,Manager,Remote,41.5,4.52,7.8
E0997,Dennis Marshall,6,Lead,Hybrid,48.9,8.14,8.9
E0998,Derrick Brown,3,Analyst,Onsite,54.5,8.28,13.4
E0999,Mary Miller,5,Manager,Onsite,47.0,4.56,16.0
E1000,Joshua Arellano,6,Intern,Remote,43.7,8.11,14.2
E1001,Kristen Randall,4,Intern,Remote,58.4,4.86,17.9
E1002,Jennifer Nichols,3,Analyst,Onsite,35.5,9.5,6.6
E1003,Karen Keith,3,Intern,Onsite,30.9,6.85,7.0
E1004,Blake Orr,4,Executive,Onsite,53.0,7.63,2.5
E1005,Kathryn Lester,1,Intern,Hybrid,53.9,5.96,13.0
E1006,Megan Oliver,3,Lead,Onsite,42.0,6.48,12.4
E1007,Peter Thompson,5,Executive,Onsite,41.5,6.04,16.3
E1008,Dr. Rhonda Martinez,5,Intern,Onsite,47.0,6.05,13.9
E1009,William Graham,2,Manager,Hybrid,57.9,7.45,9.7
E1010,Lori Flowers MD,5,Lead,Onsite,39.8,4.59,8.9
E1011,Suzanne Jones,3,Intern,Remote,47.9,8.11,11.9
E1012,James Nguyen,4,Analyst,Onsite,49.3,4.37,4.4
E1013,Jimmy Marks,2,Lead,Hybrid,54.3,8.54,13.2
E1014,Lisa Mills,4,Lead,Onsite,41.7,7.47,3.9
E1015,Jason Hernandez,6,Analyst,Onsite,47.1,9.48,6.1
E1016,Olivia Ayers,4,Analyst,Remote,47.5,7.67,10.2
E1017,Kristine Garcia,2,Analyst,Remote,41.1,7.29,1.1
E1018,Joseph Cooper,6,Lead,Onsite,33.3,5.69,0.6
E1019,James Washington,4,Lead,Onsite,48.8,8.27,8.1
E1020,Amanda Hill,4,Lead,Remote,49.9,6.85,3.8
E1021,Lee Steele,4,Analyst,Onsite,34.6,9.98,13.4
E1022,Steve Rivera,2,Manager,Remote,49.5,4.86,17.7
E1023,Patrick Mccall,6,Intern,Remote,32.5,7.85,8.3
E1024,Alicia Roth,4,Lead,Onsite,48.7,6.73,8.5
E1025,Douglas Vasquez,4,Intern,Onsite,36.8,6.55,0.1
E1026,Annette Melton,4,Executive,Hybrid,45.1,6.47,10.9
E1027,William Ramos,3,Manager,Remote,47.0,8.23,2.3
E1028,Debra Butler,4,Manager,Remote,51.9,7.16,17.2
E1029,Chelsea Lewis,3,Intern,Hybrid,32.3,9.34,1.8
E1030,Natalie Malone,4,Manager,Hybrid,49.0,8.79,6.2
E1031,Samantha Robertson,1,Analyst,Hybrid,53.4,6.81,10.3
E1032,Eric Hunter,4,Lead,Hybrid,39.9,6.12,19.6
E1033,Samuel Suarez,3,Analyst,Remote,31.1,9.54,15.0
E1034,Corey Whitaker,6,Lead,Onsite,31.8,6.84,3.4
E1035,Danielle Bryant,1,Analyst,Hybrid,48.7,5.72,1.7
E1036,Michele Hill,5,Manager,Onsite,37.6,7.69,5.5
E1037,Kathy Reid,3,Manager,Hybrid,33.3,5.05,11.8
E1038,Andre Watson,2,Intern,Onsite,54.2,5.57,14.0
E1039,Cassandra Harrell,4,Executive,Hybrid,55.9,6.06,1.7
E1040,Hannah Martin,2,Lead,Remote,55.1,8.52,8.3
E1041,Nicole Barker,4,Executive,Hybrid,43.2,7.83,4.2
E1042,James Martin,6,Analyst,Remote,49.3,8.53,2.3
E1043,Traci Vincent,2,Intern,Onsite,44.3,6.86,19.0
E1044,Megan Adams,5,Executive,Onsite,50.5,6.34,5.3
E1045,Alejandro Deleon,5,Intern,Remote,38.7,8.78,7.6
E1046,Alexa Buck,3,Lead,Hybrid,58.7,4.58,10.6
E1047,Lindsay Smith,3,Intern,Hybrid,57.5,9.15,6.7
E1048,Robert Torres,3,Manager,Onsite,49.6,6.35,15.5
E1049,Maria Coleman,6,Executive,Hybrid,50.2,8.62,10.4
E1050,Gregory King,6,Executive,Onsite,46.4,8.04,16.6
E1051,Michael Holloway,1,Intern,Remote,45.8,8.11,7.0
E1052,Brian Hunt,6,Analyst,Onsite,35.8,4.14,1.8
E1053,Sarah Brooks,5,Executive,Hybrid,49.1,8.25,2.4
E1054,Lisa Evans,5,Executive,Onsite,49.7,9.4,11.3
E1055,Arthur Mcneil,2,Manager,Hybrid,35.5,5.77,13.2
E1056,Shannon Green,1,Intern,Onsite,53.1,8.15,13.4
E1057,Stephanie Evans,3,Analyst,Remote,53.4,5.66,1.2
E1058,Ralph Yoder,4,Analyst,Remote,37.7,8.88,3.6
E1059,Rebekah Greene,1,Intern,Remote,48.3,5.07,9.8
E1060,Melanie Griffith,2,Lead,Onsite,36.6,7.86,18.3
E1061,Yolanda Green,6,Analyst,Remote,31.0,4.42,14.6
E1062,James Johnson,4,Manager,Onsite,34.5,7.84,18.7
E1063,Laura Lee,6,Intern,Onsite,34.5,5.98,7.8
E1064,Courtney Nichols,1,Lead,Hybrid,58.2,6.94,8.7
E1065,Susan Powers,6,Manager,Hybrid,36.8,6.31,13.8
E1066,Sarah Pittman,4,Manager,Hybrid,46.1,9.95,6.7
E1067,Catherine Davis,3,Intern,Remote,49.0,9.75,1.8
E1068,David Stokes,5,Analyst,Remote,55.2,8.56,5.8
E1069,Catherine Frazier,2,Executive,Hybrid,31.2,6.3,3.8
E1070,Brandon Kelly,6,Intern,Remote,48.9,6.16,1.7
E1071,Elizabeth French,6,Intern,Hybrid,35.7,4.21,0.5
E1072,David Carter,5,Executive,Onsite,41.7,8.76,12.9
E1073,Julie Delacruz,4,Lead,Onsite,59.0,4.1,6.8
E1074,Terry Jones,3,Manager,Onsite,33.5,8.84,13.3
E1075,Kathryn Dillon,4,Lead,Remote,52.2,5.4,1.4
E1076,Edwin Brown,6,Executive,Onsite,49.6,6.83,18.4
E1077,Brenda Gonzalez,1,Executive,Hybrid,49.5,4.09,12.7
E1078,Keith Knox,3,Manager,Onsite,48.3,9.01,1.3
E1079,Eugene Baldwin,1,Manager,Onsite,47.8,7.69,1.3
E1080,Katherine Welch,2,Intern,Onsite,54.3,9.89,13.6
E1081,Mark Smith,3,Manager,Hybrid,47.3,4.82,16.7
E1082,Philip Jackson,2,Manager,Hybrid,35.2,4.38,5.5
E1083,Katherine Gallagher,4,Executive,Hybrid,41.1,4.99,4.9
E1084,Lucas Schultz,5,Manager,Remote,33.0,9.08,12.2
E1085,Vincent Reyes,2,Manager,Onsite,32.4,4.04,18.5
E1086,Curtis Watson,6,Lead,Onsite,42.5,8.84,15.5
E1087,Frank Whitaker,6,Executive,Remote,34.3,5.63,9.0
E1088,Michael Sims,2,Executive,Hybrid,50.8,7.58,14.3
E1089,Michael Cooper,5,Manager,Hybrid,54.8,5.81,8.4
E1090,James Chapman,5,Executive,Remote,33.5,7.18,1.9
E1091,Rodney Evans,3,Lead,Hybrid,36.6,8.62,13.2
E1092,Nicholas Carlson,3,Manager,Remote,33.4,4.9,16.9
E1093,Stephen Cowan,4,Intern,Remote,34.8,9.54,1.1
E1094,Steven Howard,3,Analyst,Remote,43.0,6.01,16.1
E1095,Travis Hull,4,Manager,Remote,52.2,9.55,3.5
E1096,Darryl Acosta,1,Intern,Hybrid,33.5,9.37,14.4
E1097,Nicholas Lawrence,5,Lead,Onsite,42.6,8.48,18.0
E1098,Jacob Santos,2,Manager,Onsite,36.8,5.42,8.3
E1099,Shawn Scott,2,Intern,Remote,32.2,7.51,1.1
E1100,Amber Vang,4,Executive,Remote,57.8,6.73,7.7
E1101,Martha Smith,2,Intern,Hybrid,35.8,6.15,5.4
E1102,Jennifer James,3,Executive,Remote,50.8,4.36,2.7
E1103,Kara Hernandez,4,Intern,Onsite,35.1,6.06,17.7
E1104,Lorraine Turner,5,Executive,Hybrid,58.6,9.43,11.6
E1105,Mary Nelson,5,Executive,Remote,42.4,7.13,17.2
E1106,Breanna Rivas,2,Lead,Onsite,55.1,5.68,14.6
E1107,Nathan Wilson,6,Executive,Remote,39.8,7.48,17.8
E1108,Brian Gonzalez,5,Executive,Hybrid,56.9,6.51,0.9
E1109,Dennis Mills,4,Lead,Remote,42.8,6.37,16.2
E1110,Michael Phillips,6,Manager,Onsite,44.9,4.5,15.1
E1111,Jon Clark,6,Intern,Remote,34.0,5.77,13.0
E1112,Erin Smith,1,Manager,Onsite,50.1,4.97,9.2
E1113,Susan Conley,5,Lead,Remote,59.3,6.78,2.8
E1114,Brittany Davis,6,Intern,Remote,53.7,6.22,9.3
E1115,Misty Garcia,6,Manager,Hybrid,32.1,9.36,6.7
E1116,David Hinton,1,Analyst,Onsite,52.6,8.19,12.3
E1117,John Garcia,5,Executive,Hybrid,32.4,9.29,14.7
E1118,Andrew Roberts,1,Lead,Hybrid,40.9,4.31,7.7
E1119,Emily Rodgers,4,Lead,Remote,41.0,5.05,11.2
E1120,Peter Williams,1,Lead,Hybrid,53.2,4.83,6.7
E1121,Mary Jackson,5,Manager,Hybrid,44.4,9.63,11.6
E1122,Jeffrey Howell,6,Executive,Hybrid,52.8,5.92,18.0
E1123,Anna Briggs,5,Intern,Onsite,31.6,6.24,9.0
E1124,James Rivers,5,Lead,Remote,44.1,7.19,16.5
E1125,James Jefferson,3,Intern,Hybrid,41.0,8.04,13.9
E1126,Mariah Robles,1,Executive,Onsite,32.6,6.34,3.6
E1127,Michael Brown,1,Manager,Remote,38.3,8.18,9.9
E1128,Caitlin Perry,2,Lead,Hybrid,30.7,6.5,13.6
E1129,Rebekah Gregory,2,Intern,Onsite,42.6,8.43,0.4
E1130,James Howard,2,Manager,Remote,56.2,5.39,18.9
E1131,Michael Roberson,6,Analyst,Onsite,47.4,7.93,15.7
E1132,Bianca Knapp,4,Lead,Hybrid,50.9,9.05,8.9
E1133,Jason Williams,3,Lead,Remote,56.9,5.84,15.8
E1134,Ernest Bush,2,Intern,Onsite,59.1,8.62,0.9
E1135,Patricia Ray,3,Analyst,Onsite,58.7,7.71,3.2
E1136,Vanessa Santiago,5,Analyst,Remote,59.2,9.04,13.9
E1137,Joseph Haynes,6,Executive,Remote,37.1,4.25,6.3
E1138,Matthew Wright,2,Intern,Onsite,41.1,5.23,14.1
E1139,Michael Cruz,6,Analyst,Onsite,34.4,6.69,19.5
E1140,Kristin Huerta,5,Analyst,Remote,57.6,6.43,10.0
E1141,Mason Moore,2,Intern,Onsite,34.7,9.82,10.9
E1142,Sarah Booth,5,Analyst,Hybrid,51.2,6.84,5.8
E1143,John Allen,5,Executive,Hybrid,51.9,9.53,6.8
E1144,Amber Walker,1,Intern,Remote,34.2,7.31,6.2
E1145,Jennifer Young,4,Lead,Remote,43.4,4.55,1.1
E1146,Robert West,6,Executive,Hybrid,45.8,8.69,15.3
E1147,Jillian Wilson,2,Manager,Remote,46.2,6.67,13.4
E1148,Matthew Garcia MD,1,Lead,Onsite,35.8,5.91,12.1
E1149,April Davis,1,Analyst,Onsite,34.4,9.12,7.4
E1150,Lisa Torres,3,Manager,Onsite,40.3,5.85,8.9
E1151,Christine Powers,5,Manager,Remote,51.8,6.67,19.9
E1152,Heidi Brown,4,Analyst,Remote,54.2,9.82,8.5
E1153,Jesse Castro,4,Executive,Hybrid,47.9,4.86,6.1
E1154,Kara Sandoval,5,Analyst,Remote,58.0,7.54,7.5
E1155,Ashley Malone,1,Intern,Hybrid,57.4,6.49,11.1
E1156,Glenn Gallegos,6,Lead,Remote,36.0,8.99,5.8
E1157,Dorothy Boyd,4,Manager,Onsite,55.0,5.82,11.2
E1158,Amber Martin,4,Executive,Remote,53.7,4.92,6.0
E1159,Mitchell Griffith,6,Intern,Remote,49.6,9.36,8.3
E1160,Levi Lopez,4,Executive,Remote,33.6,5.66,19.9
E1161,Jenna Bryant,1,Lead,Hybrid,40.9,6.88,8.7
E1162,Michelle Rodriguez,3,Intern,Hybrid,54.5,6.24,14.7
E1163,Timothy Monroe,1,Analyst,Remote,47.4,4.88,9.2
E1164,Patricia Hayes,6,Executive,Onsite,34.9,5.64,8.4
E1165,Tina Taylor,3,Manager,Onsite,38.7,7.83,1.5
E1166,Mr. Anthony Mcconnell PhD,2,Executive,Remote,48.0,5.0,6.5
E1167,Mr. Thomas Thompson,3,Analyst,Onsite,50.6,8.13,1.9
E1168,Monica Anderson,5,Analyst,Remote,30.4,7.11,7.5
E1169,Kyle Andrade,4,Intern,Onsite,57.6,4.98,4.4
E1170,Janice Petty,5,Executive,Remote,53.9,7.35,13.8
E1171,Pamela Hill,5,Lead,Hybrid,46.5,8.54,2.3
E1172,Tracy Chavez,4,Manager,Remote,54.6,9.54,9.6
E1173,Jason Graves,3,Analyst,Remote,54.5,9.34,12.0
